Participant_ID,Focus,Agent,Goal_Type,Item,Item_string,Item_len,Response_tag,Response,Response_Full,EXP,n,Age,Gender,Kno_Level,Per_Level,Bilingual,Bi_Parents,Multi_Kno,Multi_Spk,Immersion,Prof_Need,Prof_Use,Motivation,Distractor,GN_Score,Difficulty,Kno_Level_Label,Per_Level_Label,Prof_Need_Label,Prof_Use_Label,Consequent_Reversibility
EXP1_32,I,0,no_goal,Item1,"""If there had been a rainstorm, I would have felt relaxed""",11,correct_3,correct,correct,1,32,59,0,8,7,0,0,1,0,1,1,1,4,6,33,7,C1,B2.2,Yes,Yes,Yes
EXP1_32,I,0,no_goal,Item2,"""If there had been a mountain cliff, I would have felt invincible""",12,correct_3,correct,correct,1,32,59,0,8,7,0,0,1,0,1,1,1,4,6,33,7,C1,B2.2,Yes,Yes,Yes
EXP1_32,I,0,goal_non_frequent,Item1,"""If the online platform had been created, I would have saved my family's business""",14,correct_3,correct,correct,1,32,59,0,8,7,0,0,1,0,1,1,1,4,6,33,7,C1,B2.2,Yes,Yes,No
EXP1_32,I,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, I would have secured my family's wealth""",13,correct_3,correct,correct,1,32,59,0,8,7,0,0,1,0,1,1,1,4,6,33,7,C1,B2.2,Yes,Yes,No
EXP1_32,I,0,goal_frequent,Item1,"""If savings had been sufficient, I would have gone on holidays""",11,L2_other_3,L2_other,L2_other,1,32,59,0,8,7,0,0,1,0,1,1,1,4,6,33,7,C1,B2.2,Yes,Yes,Yes
EXP1_32,I,0,goal_frequent,Item2,"""If sports had been a routine, I would have lost weight""",11,correct_3,correct,correct,1,32,59,0,8,7,0,0,1,0,1,1,1,4,6,33,7,C1,B2.2,Yes,Yes,Yes
EXP2_01,They,1,no_goal,Item1,"""If they had heard the rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,2,1,41,0,7,7,0,0,1,1,0,1,1,6,5,24,4,B2.2,B2.2,Yes,Yes,Yes
EXP2_01,They,1,no_goal,Item2,"""If they had climbed the mountain cliff, they would have felt invincible"" ",12,L2_other_3,L2_other,L2_other,2,1,41,0,7,7,0,0,1,1,0,1,1,6,5,24,4,B2.2,B2.2,Yes,Yes,Yes
EXP2_01,They,1,goal_non_frequent,Item1,"""If they had created an online platform, they would have saved their family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,2,1,41,0,7,7,0,0,1,1,0,1,1,6,5,24,4,B2.2,B2.2,Yes,Yes,No
EXP2_01,They,1,goal_non_frequent,Item2,"""If they had invested in technology, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer,L1_transfer,2,1,41,0,7,7,0,0,1,1,0,1,1,6,5,24,4,B2.2,B2.2,Yes,Yes,No
EXP2_01,They,1,goal_frequent,Item1,"""If they had saved money, they would have gone on holidays""",11,L1_transfer_3,L1_transfer,L1_transfer,2,1,41,0,7,7,0,0,1,1,0,1,1,6,5,24,4,B2.2,B2.2,Yes,Yes,Yes
EXP2_01,They,1,goal_frequent,Item2,"""If they had practiced sports, they would have lost weight""",10,L1_transfer_3,L1_transfer,L1_transfer,2,1,41,0,7,7,0,0,1,1,0,1,1,6,5,24,4,B2.2,B2.2,Yes,Yes,Yes
EXP2_04,They,1,no_goal,Item1,"""If they had heard the rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,2,4,27,1,8,7,0,0,1,0,1,1,1,5,6,24,7,C1,B2.2,Yes,Yes,Yes
EXP2_04,They,1,no_goal,Item2,"""If they had climbed the mountain cliff, they would have felt invincible"" ",12,correct_3,correct,correct,2,4,27,1,8,7,0,0,1,0,1,1,1,5,6,24,7,C1,B2.2,Yes,Yes,Yes
EXP2_04,They,1,goal_non_frequent,Item1,"""If they had created an online platform, they would have saved their family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,2,4,27,1,8,7,0,0,1,0,1,1,1,5,6,24,7,C1,B2.2,Yes,Yes,No
EXP2_04,They,1,goal_non_frequent,Item2,"""If they had invested in technology, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer,L1_transfer,2,4,27,1,8,7,0,0,1,0,1,1,1,5,6,24,7,C1,B2.2,Yes,Yes,No
EXP2_04,They,1,goal_frequent,Item1,"""If they had saved money, they would have gone on holidays""",11,L1_transfer_3,L1_transfer,L1_transfer,2,4,27,1,8,7,0,0,1,0,1,1,1,5,6,24,7,C1,B2.2,Yes,Yes,Yes
EXP2_04,They,1,goal_frequent,Item2,"""If they had practiced sports, they would have lost weight""",10,L1_transfer_3,L1_transfer,L1_transfer,2,4,27,1,8,7,0,0,1,0,1,1,1,5,6,24,7,C1,B2.2,Yes,Yes,Yes
EXP2_06,They,1,no_goal,Item1,"""If they had heard the rainstorm, they would have felt relaxed""",11,correct_3,correct,correct,2,6,39,1,8,7,0,1,1,1,0,1,1,6,5,29,6,C1,B2.2,Yes,Yes,Yes
EXP2_06,They,1,no_goal,Item2,"""If they had climbed the mountain cliff, they would have felt invincible"" ",12,correct_3,correct,correct,2,6,39,1,8,7,0,1,1,1,0,1,1,6,5,29,6,C1,B2.2,Yes,Yes,Yes
EXP2_06,They,1,goal_non_frequent,Item1,"""If they had created an online platform, they would have saved their family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,2,6,39,1,8,7,0,1,1,1,0,1,1,6,5,29,6,C1,B2.2,Yes,Yes,No
EXP2_06,They,1,goal_non_frequent,Item2,"""If they had invested in technology, they would have secured their family's wealth""",13,correct_3,correct,correct,2,6,39,1,8,7,0,1,1,1,0,1,1,6,5,29,6,C1,B2.2,Yes,Yes,No
EXP2_06,They,1,goal_frequent,Item1,"""If they had saved money, they would have gone on holidays""",11,correct_3,correct,correct,2,6,39,1,8,7,0,1,1,1,0,1,1,6,5,29,6,C1,B2.2,Yes,Yes,Yes
EXP2_06,They,1,goal_frequent,Item2,"""If they had practiced sports, they would have lost weight""",10,L1_transfer_3,L1_transfer,L1_transfer,2,6,39,1,8,7,0,1,1,1,0,1,1,6,5,29,6,C1,B2.2,Yes,Yes,Yes
EXP2_09,They,1,no_goal,Item1,"""If they had heard the rainstorm, they would have felt relaxed""",11,L2_other_3,L2_other,L2_other,2,9,35,1,6,6,0,1,0,0,0,0,1,4,5,26,2,B2.1,B2.1,No,Yes,Yes
EXP2_09,They,1,no_goal,Item2,"""If they had climbed the mountain cliff, they would have felt invincible"" ",12,correct_3,correct,correct,2,9,35,1,6,6,0,1,0,0,0,0,1,4,5,26,2,B2.1,B2.1,No,Yes,Yes
EXP2_09,They,1,goal_non_frequent,Item1,"""If they had created an online platform, they would have saved their family's business""",14,correct_3,correct,correct,2,9,35,1,6,6,0,1,0,0,0,0,1,4,5,26,2,B2.1,B2.1,No,Yes,No
EXP2_09,They,1,goal_non_frequent,Item2,"""If they had invested in technology, they would have secured their family's wealth""",13,correct_3,correct,correct,2,9,35,1,6,6,0,1,0,0,0,0,1,4,5,26,2,B2.1,B2.1,No,Yes,No
EXP2_09,They,1,goal_frequent,Item1,"""If they had saved money, they would have gone on holidays""",11,correct_3,correct,correct,2,9,35,1,6,6,0,1,0,0,0,0,1,4,5,26,2,B2.1,B2.1,No,Yes,Yes
EXP2_09,They,1,goal_frequent,Item2,"""If they had practiced sports, they would have lost weight""",10,correct_3,correct,correct,2,9,35,1,6,6,0,1,0,0,0,0,1,4,5,26,2,B2.1,B2.1,No,Yes,Yes
EXP2_12,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L2_other_3,L2_other,L2_other,2,12,45,0,8,7,0,0,0,1,1,1,1,3,6,31,6,C1,B2.2,Yes,Yes,Yes
EXP2_12,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L2_other_3,L2_other,L2_other,2,12,45,0,8,7,0,0,0,1,1,1,1,3,6,31,6,C1,B2.2,Yes,Yes,Yes
EXP2_12,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L2_other_3,L2_other,L2_other,2,12,45,0,8,7,0,0,0,1,1,1,1,3,6,31,6,C1,B2.2,Yes,Yes,No
EXP2_12,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer,L1_transfer,2,12,45,0,8,7,0,0,0,1,1,1,1,3,6,31,6,C1,B2.2,Yes,Yes,No
EXP2_12,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,L2_other_3,L2_other,L2_other,2,12,45,0,8,7,0,0,0,1,1,1,1,3,6,31,6,C1,B2.2,Yes,Yes,Yes
EXP2_12,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L1_transfer_3,L1_transfer,L1_transfer,2,12,45,0,8,7,0,0,0,1,1,1,1,3,6,31,6,C1,B2.2,Yes,Yes,Yes
EXP2_13,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L2_other_3,L2_other,L2_other,2,13,45,1,7,7,0,0,0,1,1,1,1,6,6,21,6,B2.2,B2.2,Yes,Yes,Yes
EXP2_13,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,correct_3,correct,correct,2,13,45,1,7,7,0,0,0,1,1,1,1,6,6,21,6,B2.2,B2.2,Yes,Yes,Yes
EXP2_13,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,2,13,45,1,7,7,0,0,0,1,1,1,1,6,6,21,6,B2.2,B2.2,Yes,Yes,No
EXP2_13,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,correct_3,correct,correct,2,13,45,1,7,7,0,0,0,1,1,1,1,6,6,21,6,B2.2,B2.2,Yes,Yes,No
EXP2_13,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,L2_other_3,L2_other,L2_other,2,13,45,1,7,7,0,0,0,1,1,1,1,6,6,21,6,B2.2,B2.2,Yes,Yes,Yes
EXP2_13,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L2_other_3,L2_other,L2_other,2,13,45,1,7,7,0,0,0,1,1,1,1,6,6,21,6,B2.2,B2.2,Yes,Yes,Yes
EXP2_14,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,2,14,45,1,7,7,0,0,0,0,1,1,1,5,6,30,8,B2.2,B2.2,Yes,Yes,Yes
EXP2_14,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L1_transfer_3,L1_transfer,L1_transfer,2,14,45,1,7,7,0,0,0,0,1,1,1,5,6,30,8,B2.2,B2.2,Yes,Yes,Yes
EXP2_14,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,2,14,45,1,7,7,0,0,0,0,1,1,1,5,6,30,8,B2.2,B2.2,Yes,Yes,No
EXP2_14,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer,L1_transfer,2,14,45,1,7,7,0,0,0,0,1,1,1,5,6,30,8,B2.2,B2.2,Yes,Yes,No
EXP2_14,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,correct_3,correct,correct,2,14,45,1,7,7,0,0,0,0,1,1,1,5,6,30,8,B2.2,B2.2,Yes,Yes,Yes
EXP2_14,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L1_transfer_3,L1_transfer,L1_transfer,2,14,45,1,7,7,0,0,0,0,1,1,1,5,6,30,8,B2.2,B2.2,Yes,Yes,Yes
EXP2_17,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,2,17,48,0,8,8,0,0,1,1,1,1,1,3,6,26,6,C1,C1,Yes,Yes,Yes
EXP2_17,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L2_other_3,L2_other,L2_other,2,17,48,0,8,8,0,0,1,1,1,1,1,3,6,26,6,C1,C1,Yes,Yes,Yes
EXP2_17,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,2,17,48,0,8,8,0,0,1,1,1,1,1,3,6,26,6,C1,C1,Yes,Yes,No
EXP2_17,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer,L1_transfer,2,17,48,0,8,8,0,0,1,1,1,1,1,3,6,26,6,C1,C1,Yes,Yes,No
EXP2_17,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,L2_other_3,L2_other,L2_other,2,17,48,0,8,8,0,0,1,1,1,1,1,3,6,26,6,C1,C1,Yes,Yes,Yes
EXP2_17,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L1_transfer_3,L1_transfer,L1_transfer,2,17,48,0,8,8,0,0,1,1,1,1,1,3,6,26,6,C1,C1,Yes,Yes,Yes
EXP2_18,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,2,18,48,0,4,6,0,0,1,1,0,1,1,5,6,27,7,B1.1,B2.1,Yes,Yes,Yes
EXP2_18,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L1_transfer_3,L1_transfer,L1_transfer,2,18,48,0,4,6,0,0,1,1,0,1,1,5,6,27,7,B1.1,B2.1,Yes,Yes,Yes
EXP2_18,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,2,18,48,0,4,6,0,0,1,1,0,1,1,5,6,27,7,B1.1,B2.1,Yes,Yes,No
EXP2_18,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer,L1_transfer,2,18,48,0,4,6,0,0,1,1,0,1,1,5,6,27,7,B1.1,B2.1,Yes,Yes,No
EXP2_18,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,L1_transfer_3,L1_transfer,L1_transfer,2,18,48,0,4,6,0,0,1,1,0,1,1,5,6,27,7,B1.1,B2.1,Yes,Yes,Yes
EXP2_18,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L1_transfer_3,L1_transfer,L1_transfer,2,18,48,0,4,6,0,0,1,1,0,1,1,5,6,27,7,B1.1,B2.1,Yes,Yes,Yes
EXP2_19,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,correct_3,correct,correct,2,19,44,0,8,8,0,1,1,1,0,1,1,6,5,34,3,C1,C1,Yes,Yes,Yes
EXP2_19,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,correct_3,correct,correct,2,19,44,0,8,8,0,1,1,1,0,1,1,6,5,34,3,C1,C1,Yes,Yes,Yes
EXP2_19,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,correct_3,correct,correct,2,19,44,0,8,8,0,1,1,1,0,1,1,6,5,34,3,C1,C1,Yes,Yes,No
EXP2_19,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,correct_3,correct,correct,2,19,44,0,8,8,0,1,1,1,0,1,1,6,5,34,3,C1,C1,Yes,Yes,No
EXP2_19,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,correct_3,correct,correct,2,19,44,0,8,8,0,1,1,1,0,1,1,6,5,34,3,C1,C1,Yes,Yes,Yes
EXP2_19,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,correct_3,correct,correct,2,19,44,0,8,8,0,1,1,1,0,1,1,6,5,34,3,C1,C1,Yes,Yes,Yes
EXP2_20,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,2,20,34,0,6,6,0,1,1,0,1,1,1,5,6,29,7,B2.1,B2.1,Yes,Yes,Yes
EXP2_20,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L2_other_3,L2_other,L2_other,2,20,34,0,6,6,0,1,1,0,1,1,1,5,6,29,7,B2.1,B2.1,Yes,Yes,Yes
EXP2_20,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,2,20,34,0,6,6,0,1,1,0,1,1,1,5,6,29,7,B2.1,B2.1,Yes,Yes,No
EXP2_20,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer,L1_transfer,2,20,34,0,6,6,0,1,1,0,1,1,1,5,6,29,7,B2.1,B2.1,Yes,Yes,No
EXP2_20,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,L2_other_3,L2_other,L2_other,2,20,34,0,6,6,0,1,1,0,1,1,1,5,6,29,7,B2.1,B2.1,Yes,Yes,Yes
EXP2_20,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L1_transfer_3,L1_transfer,L1_transfer,2,20,34,0,6,6,0,1,1,0,1,1,1,5,6,29,7,B2.1,B2.1,Yes,Yes,Yes
EXP2_21,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,2,21,49,1,6,6,0,0,0,0,0,1,1,5,6,36,7,B2.1,B2.1,Yes,Yes,Yes
EXP2_21,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L1_transfer_3,L1_transfer,L1_transfer,2,21,49,1,6,6,0,0,0,0,0,1,1,5,6,36,7,B2.1,B2.1,Yes,Yes,Yes
EXP2_21,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,2,21,49,1,6,6,0,0,0,0,0,1,1,5,6,36,7,B2.1,B2.1,Yes,Yes,No
EXP2_21,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer,L1_transfer,2,21,49,1,6,6,0,0,0,0,0,1,1,5,6,36,7,B2.1,B2.1,Yes,Yes,No
EXP2_21,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,correct_3,correct,correct,2,21,49,1,6,6,0,0,0,0,0,1,1,5,6,36,7,B2.1,B2.1,Yes,Yes,Yes
EXP2_21,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,correct_3,correct,correct,2,21,49,1,6,6,0,0,0,0,0,1,1,5,6,36,7,B2.1,B2.1,Yes,Yes,Yes
EXP2_24,They,0,no_goal,Item1,"""If there had been a rainstorm, they would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,2,24,50,1,9,8,0,0,1,1,1,1,1,5,5,26,4,C2,C1,Yes,Yes,Yes
EXP2_24,They,0,no_goal,Item2,"""If there had been a mountain cliff, they would have felt invincible""",12,L1_transfer_3,L1_transfer,L1_transfer,2,24,50,1,9,8,0,0,1,1,1,1,1,5,5,26,4,C2,C1,Yes,Yes,Yes
EXP2_24,They,0,goal_non_frequent,Item1,"""If the online platform had been created, they would have saved their family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,2,24,50,1,9,8,0,0,1,1,1,1,1,5,5,26,4,C2,C1,Yes,Yes,No
EXP2_24,They,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, they would have secured their family's wealth""",13,L1_transfer_3,L1_transfer,L1_transfer,2,24,50,1,9,8,0,0,1,1,1,1,1,5,5,26,4,C2,C1,Yes,Yes,No
EXP2_24,They,0,goal_frequent,Item1,"""If savings had been sufficient, they would have gone on holidays""",11,L1_transfer_3,L1_transfer,L1_transfer,2,24,50,1,9,8,0,0,1,1,1,1,1,5,5,26,4,C2,C1,Yes,Yes,Yes
EXP2_24,They,0,goal_frequent,Item2,"""If sports had been a routine, they would have lost weight""",11,L2_other_3,L2_other,L2_other,2,24,50,1,9,8,0,0,1,1,1,1,1,5,5,26,4,C2,C1,Yes,Yes,Yes
